CustomerID,Gender,Age,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0888,Female,46,France,3,144175.6,2,0,0,84627.74,0
0889,Female,39,Germany,1,16813.98,4,1,1,98416.21,0
0890,Male,42,Spain,8,23729.48,1,0,1,86011.66,0
0891,Male,30,Spain,0,249723.15,2,1,1,28113.29,0
0892,Male,35,France,10,81659.81,2,0,1,62614.97,0
0893,Male,50,Spain,3,187045.98,2,0,1,23880.46,0
0894,Male,33,Spain,0,201666.26,3,1,0,97213.57,0
0895,Female,62,Germany,5,214505.82,3,1,0,72562.39,0
0896,Female,59,Spain,3,249407.07,4,1,1,118917.9,1
0897,Female,61,France,4,60374.12,1,0,0,40865.87,1
0898,Female,19,Germany,4,10087.71,3,1,1,33039.25,0
0899,Male,52,Germany,8,102797.88,2,0,1,66886.51,0
0900,Male,59,France,0,32520.17,3,1,1,139721.95,1
0901,Male,51,Germany,1,5606.47,1,1,0,109459.05,0
0902,Female,47,Germany,5,90106.71,3,1,0,68649.31,0
0903,Female,30,France,4,195934.56,2,1,1,82418.1,0
0904,Male,30,Germany,10,141545.17,4,1,0,21789.82,0
0905,Male,35,France,6,78194.5,2,1,0,147840.63,0
0906,Female,49,France,2,163585.5,1,0,1,103297.02,1
0907,Female,49,Spain,2,58004.55,4,1,0,49956.57,0
0908,Male,52,Spain,9,3595.36,3,0,0,92013.18,0
0909,Male,56,Germany,1,191088.35,3,1,1,25327.53,1
0910,Female,63,Germany,2,155935.77,3,1,1,145217.13,0
0911,Male,69,France,9,190575.66,4,1,0,34469.9,0
0912,Male,46,Germany,0,9734.5,2,0,1,100724.24,0
0913,Male,66,France,4,209279.91,4,0,0,44363.62,0
0914,Female,46,France,4,154881.55,4,1,1,110458.59,0
0915,Female,61,Germany,10,140848.84,1,0,1,118754.99,0
0916,Female,33,France,6,156153.51,4,1,1,104278.76,0
0917,Female,61,Spain,3,216108.31,3,1,1,96029.92,0
0918,Female,64,Germany,2,146734.13,2,0,0,134945.67,0
0919,Female,27,Spain,0,145237.59,2,0,1,21007.74,0
0920,Female,47,Germany,7,247669.79,2,0,1,56328.07,0
0921,Male,42,France,2,189182.54,3,0,1,44760.25,0
0922,Male,56,Germany,1,110573.45,3,1,0,148321.95,0
0923,Male,37,Spain,10,176849.25,3,0,0,64514.57,1
0924,Male,22,France,3,97307.62,3,0,1,112565.78,0
0925,Male,18,Germany,2,57218.87,3,1,1,105861.52,0
0926,Male,47,Germany,0,149212.97,4,0,1,39691.37,0
0927,Male,66,Germany,2,232045.52,3,0,1,43459.68,0
0928,Female,20,Spain,1,232284.88,3,0,1,49379.84,0
0929,Female,62,Spain,7,85476.32,3,0,1,67557.82,1
0930,Male,31,Germany,5,131919.37,3,1,0,42805.51,1
0931,Male,47,France,8,52908.97,2,1,1,12751.21,0
0932,Female,67,France,7,248907.78,3,0,1,133115.03,0
0933,Male,21,Spain,9,245279.48,4,0,1,145185.38,0
0934,Male,35,France,2,162377.23,4,1,1,57819.85,0
0935,Female,54,Spain,4,201103.51,4,0,1,57390.96,0
0936,Male,42,Germany,6,178775.04,1,0,1,10992.85,0
0937,Female,65,Spain,4,148289.55,2,0,0,105235.1,1
0938,Male,18,Spain,7,13337.0,3,0,0,125561.59,0
0939,Female,63,Germany,4,113691.09,1,0,0,30525.16,0
0940,Female,32,France,0,168696.58,3,0,0,32353.29,0
0941,Female,26,Spain,4,169382.9,1,0,0,120611.65,0
0942,Male,32,Spain,3,93280.65,1,0,0,96280.7,0
0943,Female,66,Germany,5,235423.0,4,0,1,16280.48,1
0944,Male,41,France,2,41839.26,4,1,1,97156.58,0
0945,Male,21,Spain,10,125089.86,1,1,1,53248.48,0
0946,Male,29,Germany,4,172720.99,4,1,1,61621.52,0
0947,Male,54,Spain,1,174283.95,1,0,1,117762.4,0
0948,Female,54,Germany,10,162159.74,2,0,1,123530.93,1
0949,Female,60,France,5,68822.05,4,1,0,66049.93,0
0950,Male,23,France,5,39051.64,4,0,1,142601.41,0
0951,Male,56,France,4,158985.08,4,1,0,66904.78,1
0952,Female,63,France,5,149825.53,2,0,0,118057.04,0
0953,Male,41,Spain,10,44839.0,1,1,1,77742.82,0
0954,Female,28,Spain,6,176284.79,3,1,1,135654.53,0
0955,Male,30,France,4,113793.0,4,1,1,137086.57,1
0956,Male,51,France,0,166940.15,1,0,1,22238.35,0
0957,Female,42,France,7,209341.77,2,1,1,141109.07,0
0958,Male,24,Spain,3,42432.11,3,0,1,125574.88,0
0959,Female,69,France,8,4786.22,4,0,1,120783.5,0
0960,Male,21,France,9,194775.65,2,0,0,38127.59,0
0961,Male,25,France,5,152424.36,2,0,1,122716.69,0
0962,Male,37,Germany,0,174909.89,3,0,1,129018.58,0
0963,Female,46,France,2,209538.74,1,0,0,50481.05,0
0964,Male,68,Germany,2,200702.73,4,0,1,143316.41,0
0965,Male,62,Germany,9,240230.04,4,1,1,16980.42,0
0966,Male,63,France,3,133983.77,1,1,0,30987.3,1
0967,Male,27,Germany,5,122123.91,1,1,1,85261.36,0
0968,Female,60,France,6,100471.8,1,0,1,90610.95,0
0969,Female,51,Spain,9,38422.76,3,0,1,100321.01,0
0970,Male,43,Spain,3,143151.81,3,0,1,12375.68,0
0971,Female,58,Spain,5,69253.13,4,0,1,144451.35,1
0972,Male,66,Spain,10,230326.88,3,1,1,16242.33,1
0973,Male,20,Germany,0,145797.7,2,0,0,30028.67,1
0974,Male,23,France,7,148210.05,4,1,1,11962.03,0
0975,Female,22,France,6,88731.17,3,0,1,89360.18,0
0976,Female,22,France,10,12997.34,1,1,0,140517.36,0
0977,Female,64,Spain,10,7935.94,2,0,0,103232.6,0
0978,Female,40,Spain,8,105833.79,1,1,1,125172.05,0
0979,Female,66,France,2,21141.34,4,0,0,11859.37,1
0980,Female,26,Spain,1,151711.74,1,1,1,85882.14,0
0981,Female,52,France,0,220243.25,3,0,1,74338.82,0
0982,Female,37,France,2,220728.7,3,1,0,79855.51,0
0983,Female,66,France,4,164761.35,4,1,1,20109.85,1
0984,Male,59,France,10,52807.96,1,0,1,105820.95,0
0985,Female,52,France,1,215749.21,4,1,0,80450.86,0
0986,Female,67,France,2,221523.36,1,0,0,117120.84,1
0987,Female,35,France,3,49163.4,2,0,0,77940.69,0
0988,Female,34,Spain,6,184356.52,3,0,0,30913.43,0
0989,Female,41,France,2,71629.89,4,1,1,100755.97,0
0990,Female,20,France,8,200660.08,2,1,0,34134.09,0
0991,Female,49,Spain,7,249309.47,2,0,0,132135.24,1
0992,Female,52,Spain,3,7506.5,4,0,0,95836.27,0
0993,Female,55,Spain,0,224341.47,4,1,0,32008.54,0
0994,Female,30,France,0,155657.63,2,1,0,144727.33,0
0995,Female,64,Germany,0,243345.65,1,1,1,82571.16,0
0996,Male,42,Germany,0,116252.38,2,0,0,20205.78,0
0997,Male,26,Spain,7,211846.98,4,0,1,97756.61,0
0998,Female,21,Germany,2,15598.52,2,0,0,45447.85,0
0999,Female,31,Spain,5,83819.76,1,0,0,122517.08,0
1000,Male,54,France,2,16754.13,3,0,0,124495.09,1
